FeedbackID,CustomerID,Month,SatisfactionScore,Complaints
F01764,C0292,May,6,2
F01765,C0292,Feb,6,1
F01766,C0292,Oct,6,1
F01767,C0292,Jan,7,1
F01768,C0292,Apr,7,0
F01769,C0293,Jun,8,1
F01770,C0293,Dec,7,2
F01771,C0293,Jul,7,0
F01772,C0293,Oct,9,1
F01773,C0294,Nov,8,1
F01774,C0294,Dec,6,1
F01775,C0294,Apr,6,1
F01776,C0294,Aug,9,0
F01777,C0294,Sep,6,0
F01778,C0295,Sep,8,1
F01779,C0295,May,7,1
F01780,C0295,Apr,6,1
F01781,C0295,Jul,6,2
F01782,C0295,Feb,9,1
F01783,C0295,Mar,8,2
F01784,C0295,Aug,7,1
F01785,C0296,Dec,7,1
F01786,C0296,May,7,1
F01787,C0296,Aug,7,0
F01788,C0296,Jul,7,2
F01789,C0296,Nov,9,1
F01790,C0297,Sep,3,7
F01791,C0297,Dec,3,8
F01792,C0297,Mar,1,5
F01793,C0297,Feb,3,8
F01794,C0297,May,4,3
F01795,C0298,Oct,8,0
F01796,C0298,Feb,7,2
F01797,C0298,Apr,9,2
F01798,C0298,May,6,0
F01799,C0299,Jun,6,1
F01800,C0299,Sep,7,0
F01801,C0299,Jul,6,2
F01802,C0299,Dec,8,2
F01803,C0300,May,3,3
F01804,C0300,Dec,4,6
F01805,C0300,Oct,2,4
F01806,C0300,Apr,3,3
F01807,C0300,Jul,3,5
F01808,C0300,Jun,4,9
F01809,C0300,Nov,2,7
