UsageID,CustomerID,Month,CallMinutes,DataUsage,MessagesSent
U01565,C0131,May,96,74,11
U01566,C0131,Jun,295,66,13
U01567,C0131,Jul,176,99,8
U01568,C0131,Aug,226,89,8
U01569,C0131,Sep,232,72,12
U01570,C0131,Oct,260,85,4
U01571,C0131,Nov,149,91,5
U01572,C0131,Dec,207,80,14
U01573,C0132,Jan,195,84,9
U01574,C0132,Feb,214,84,8
U01575,C0132,Mar,108,88,4
U01576,C0132,Apr,279,77,5
U01577,C0132,May,193,97,3
U01578,C0132,Jun,284,95,19
U01579,C0132,Jul,119,77,13
U01580,C0132,Aug,203,98,12
U01581,C0132,Sep,278,85,7
U01582,C0132,Oct,276,71,19
U01583,C0132,Nov,253,73,9
U01584,C0132,Dec,265,67,17
U01585,C0133,Jan,179,98,6
U01586,C0133,Feb,81,84,4
U01587,C0133,Mar,255,70,13
U01588,C0133,Apr,199,67,6
U01589,C0133,May,213,84,3
U01590,C0133,Jun,227,84,9
U01591,C0133,Jul,162,77,9
U01592,C0133,Aug,153,82,20
U01593,C0133,Sep,161,93,6
U01594,C0133,Oct,149,74,8
U01595,C0133,Nov,150,72,3
U01596,C0133,Dec,239,100,19
U01597,C0134,Jan,504,31,69
U01598,C0134,Feb,758,53,55
U01599,C0134,Mar,677,27,80
U01600,C0134,Apr,690,54,50
U01601,C0134,May,575,22,54
U01602,C0134,Jun,746,52,63
U01603,C0134,Jul,451,26,36
U01604,C0134,Aug,882,21,41
U01605,C0134,Sep,792,21,40
U01606,C0134,Oct,836,43,46
U01607,C0134,Nov,856,40,54
U01608,C0134,Dec,740,30,80
U01609,C0135,Jan,946,23,83
U01610,C0135,Feb,876,54,43
U01611,C0135,Mar,495,47,41
U01612,C0135,Apr,866,37,78
U01613,C0135,May,876,48,49
U01614,C0135,Jun,629,27,90
U01615,C0135,Jul,664,41,60
U01616,C0135,Aug,587,39,85
U01617,C0135,Sep,732,47,66
U01618,C0135,Oct,430,22,65
U01619,C0135,Nov,515,40,65
U01620,C0135,Dec,872,28,53
U01621,C0136,Jan,276,87,7
U01622,C0136,Feb,210,71,15
U01623,C0136,Mar,289,71,13
U01624,C0136,Apr,222,69,12
U01625,C0136,May,216,94,15
U01626,C0136,Jun,231,91,10
U01627,C0136,Jul,238,80,20
U01628,C0136,Aug,120,95,15
U01629,C0136,Sep,96,86,9
U01630,C0136,Oct,288,92,16
U01631,C0136,Nov,225,86,20
U01632,C0136,Dec,257,80,8
U01633,C0137,Jan,479,54,88
U01634,C0137,Feb,898,25,72
U01635,C0137,Mar,874,38,70
U01636,C0137,Apr,499,46,46
U01637,C0137,May,715,43,39
U01638,C0137,Jun,511,42,55
U01639,C0137,Jul,906,21,40
U01640,C0137,Aug,622,26,72
U01641,C0137,Sep,400,27,77
U01642,C0137,Oct,552,46,69
U01643,C0137,Nov,698,42,74
U01644,C0137,Dec,857,30,48
U01645,C0138,Jan,724,37,71
U01646,C0138,Feb,711,45,80
U01647,C0138,Mar,752,23,72
U01648,C0138,Apr,408,50,60
U01649,C0138,May,530,36,38
U01650,C0138,Jun,778,53,38
U01651,C0138,Jul,400,53,87
U01652,C0138,Aug,767,25,90
U01653,C0138,Sep,688,19,50
U01654,C0138,Oct,842,55,60
U01655,C0138,Nov,725,42,60
U01656,C0138,Dec,790,45,69
U01657,C0139,Jan,616,29,65
U01658,C0139,Feb,542,30,70
U01659,C0139,Mar,793,41,88
U01660,C0139,Apr,827,27,53
U01661,C0139,May,528,26,35
U01662,C0139,Jun,473,19,44
U01663,C0139,Jul,898,45,43
U01664,C0139,Aug,486,26,76
U01665,C0139,Sep,825,47,85
U01666,C0139,Oct,835,29,64
U01667,C0139,Nov,921,45,70
U01668,C0139,Dec,860,42,57
U01669,C0140,Jan,137,76,16
U01670,C0140,Feb,234,65,18
U01671,C0140,Mar,296,80,19
U01672,C0140,Apr,148,91,20
U01673,C0140,May,227,88,4
U01674,C0140,Jun,89,95,14
U01675,C0140,Jul,108,95,5
U01676,C0140,Aug,116,98,11
U01677,C0140,Sep,199,98,5
U01678,C0140,Oct,213,70,10
U01679,C0140,Nov,200,69,20
U01680,C0140,Dec,284,84,4
U01681,C0141,Jan,167,99,3
U01682,C0141,Feb,200,94,19
U01683,C0141,Mar,200,86,16
U01684,C0141,Apr,170,83,12
U01685,C0141,May,122,67,12
U01686,C0141,Jun,266,81,4
U01687,C0141,Jul,241,95,8
U01688,C0141,Aug,226,68,12
U01689,C0141,Sep,287,66,12
U01690,C0141,Oct,204,70,7
U01691,C0141,Nov,209,69,11
U01692,C0141,Dec,144,73,11
U01693,C0142,Jan,150,81,3
U01694,C0142,Feb,269,72,8
U01695,C0142,Mar,231,74,17
U01696,C0142,Apr,174,76,11
U01697,C0142,May,280,80,18
U01698,C0142,Jun,126,98,4
U01699,C0142,Jul,167,70,7
U01700,C0142,Aug,232,74,18
U01701,C0142,Sep,272,91,15
U01702,C0142,Oct,140,93,8
U01703,C0142,Nov,133,87,4
U01704,C0142,Dec,244,81,6
U01705,C0143,Jan,93,75,17
U01706,C0143,Feb,182,95,12
U01707,C0143,Mar,201,99,10
U01708,C0143,Apr,177,89,18
U01709,C0143,May,147,74,19
U01710,C0143,Jun,191,65,12
U01711,C0143,Jul,284,93,15
U01712,C0143,Aug,253,85,19
U01713,C0143,Sep,254,67,6
U01714,C0143,Oct,216,87,16
U01715,C0143,Nov,236,82,13
U01716,C0143,Dec,149,82,6
U01717,C0144,Jan,145,90,17
U01718,C0144,Feb,277,80,9
U01719,C0144,Mar,213,86,8
U01720,C0144,Apr,160,100,3
U01721,C0144,May,252,65,5
U01722,C0144,Jun,83,91,6
U01723,C0144,Jul,214,71,17
U01724,C0144,Aug,169,79,12
U01725,C0144,Sep,144,77,4
U01726,C0144,Oct,86,70,4
U01727,C0144,Nov,232,78,6
U01728,C0144,Dec,261,72,5
U01729,C0145,Jan,533,42,77
U01730,C0145,Feb,589,25,79
U01731,C0145,Mar,588,34,53
U01732,C0145,Apr,878,22,75
U01733,C0145,May,864,35,84
U01734,C0145,Jun,837,38,51
U01735,C0145,Jul,565,22,52
U01736,C0145,Aug,463,42,59
U01737,C0145,Sep,740,21,51
U01738,C0145,Oct,671,29,63
U01739,C0145,Nov,471,49,47
U01740,C0145,Dec,802,29,76
U01741,C0146,Jan,903,24,44
U01742,C0146,Feb,841,31,74
U01743,C0146,Mar,508,46,80
U01744,C0146,Apr,665,24,37
U01745,C0146,May,474,22,71
U01746,C0146,Jun,656,46,36
U01747,C0146,Jul,909,27,76
U01748,C0146,Aug,400,20,77
U01749,C0146,Sep,799,35,44
U01750,C0146,Oct,737,43,71
U01751,C0146,Nov,403,50,80
U01752,C0146,Dec,902,48,62
U01753,C0147,Jan,813,22,69
U01754,C0147,Feb,631,18,59
U01755,C0147,Mar,893,25,71
U01756,C0147,Apr,948,40,56
U01757,C0147,May,710,43,38
U01758,C0147,Jun,492,41,69
U01759,C0147,Jul,748,23,88
U01760,C0147,Aug,870,36,76
U01761,C0147,Sep,607,29,70
U01762,C0147,Oct,440,42,77
U01763,C0147,Nov,595,37,79
U01764,C0147,Dec,799,24,75
U01765,C0148,Jan,256,87,18
U01766,C0148,Feb,101,93,9
U01767,C0148,Mar,115,67,9
U01768,C0148,Apr,86,80,18
U01769,C0148,May,179,69,20
U01770,C0148,Jun,244,84,18
U01771,C0148,Jul,216,93,3
U01772,C0148,Aug,89,86,4
U01773,C0148,Sep,166,67,15
U01774,C0148,Oct,110,78,19
U01775,C0148,Nov,197,99,7
U01776,C0148,Dec,269,79,5
U01777,C0149,Jan,89,74,18
U01778,C0149,Feb,247,66,18
U01779,C0149,Mar,238,67,10
U01780,C0149,Apr,259,73,3
U01781,C0149,May,124,68,12
U01782,C0149,Jun,290,71,17
U01783,C0149,Jul,236,75,5
U01784,C0149,Aug,289,71,6
U01785,C0149,Sep,207,79,5
U01786,C0149,Oct,285,77,16
U01787,C0149,Nov,166,90,13
U01788,C0149,Dec,110,99,7
U01789,C0150,Jan,162,78,4
U01790,C0150,Feb,231,76,13
U01791,C0150,Mar,96,72,11
U01792,C0150,Apr,116,91,8
U01793,C0150,May,258,88,20
U01794,C0150,Jun,122,93,10
U01795,C0150,Jul,228,67,7
U01796,C0150,Aug,105,89,8
U01797,C0150,Sep,84,96,5
U01798,C0150,Oct,81,65,8
U01799,C0150,Nov,102,83,16
U01800,C0150,Dec,257,95,7
U01801,C0151,Jan,611,27,75
U01802,C0151,Feb,677,51,63
U01803,C0151,Mar,821,33,46
U01804,C0151,Apr,438,29,80
U01805,C0151,May,911,23,75
U01806,C0151,Jun,708,40,61
U01807,C0151,Jul,404,53,50
U01808,C0151,Aug,596,25,68
U01809,C0151,Sep,497,41,90
U01810,C0151,Oct,919,32,64
U01811,C0151,Nov,613,35,38
U01812,C0151,Dec,598,25,85
U01813,C0152,Jan,552,48,66
U01814,C0152,Feb,580,28,77
U01815,C0152,Mar,444,21,76
U01816,C0152,Apr,772,36,48
U01817,C0152,May,845,34,56
U01818,C0152,Jun,864,20,41
U01819,C0152,Jul,453,52,46
U01820,C0152,Aug,561,19,66
U01821,C0152,Sep,927,25,39
U01822,C0152,Oct,640,46,72
U01823,C0152,Nov,733,44,47
U01824,C0152,Dec,733,32,84
U01825,C0153,Jan,512,38,49
U01826,C0153,Feb,500,33,82
U01827,C0153,Mar,822,30,59
U01828,C0153,Apr,625,22,65
U01829,C0153,May,896,21,62
U01830,C0153,Jun,548,31,74
U01831,C0153,Jul,865,29,59
U01832,C0153,Aug,782,26,64
U01833,C0153,Sep,598,40,52
U01834,C0153,Oct,607,39,43
U01835,C0153,Nov,432,54,38
U01836,C0153,Dec,687,26,42
U01837,C0154,Jan,298,94,17
U01838,C0154,Feb,187,75,13
U01839,C0154,Mar,136,83,8
U01840,C0154,Apr,282,75,20
U01841,C0154,May,298,79,5
U01842,C0154,Jun,185,98,18
U01843,C0154,Jul,300,78,18
U01844,C0154,Aug,294,94,11
U01845,C0154,Sep,83,92,10
U01846,C0154,Oct,143,85,16
U01847,C0154,Nov,228,79,7
U01848,C0154,Dec,226,65,16
U01849,C0155,Jan,91,67,18
U01850,C0155,Feb,267,97,4
U01851,C0155,Mar,188,98,15
U01852,C0155,Apr,202,71,17
U01853,C0155,May,206,80,5
U01854,C0155,Jun,222,65,16
U01855,C0155,Jul,135,73,14
U01856,C0155,Aug,155,80,5
U01857,C0155,Sep,84,95,12
U01858,C0155,Oct,121,94,3
U01859,C0155,Nov,196,94,7
U01860,C0155,Dec,260,90,8
U01861,C0156,Jan,779,47,80
U01862,C0156,Feb,401,22,59
U01863,C0156,Mar,740,51,37
U01864,C0156,Apr,703,45,83
U01865,C0156,May,676,52,71
U01866,C0156,Jun,612,23,74
U01867,C0156,Jul,743,21,67
U01868,C0156,Aug,772,21,42
U01869,C0156,Sep,792,41,64
U01870,C0156,Oct,441,41,58
U01871,C0156,Nov,579,53,80
U01872,C0156,Dec,468,53,80
U01873,C0157,Jan,609,26,56
U01874,C0157,Feb,644,52,42
U01875,C0157,Mar,889,55,90
U01876,C0157,Apr,614,32,55
U01877,C0157,May,761,35,67
U01878,C0157,Jun,833,35,38
U01879,C0157,Jul,464,41,57
U01880,C0157,Aug,863,49,67
U01881,C0157,Sep,939,25,65
U01882,C0157,Oct,944,52,53
U01883,C0157,Nov,862,41,86
U01884,C0157,Dec,467,30,64
U01885,C0158,Jan,489,23,60
U01886,C0158,Feb,583,36,39
U01887,C0158,Mar,511,28,52
U01888,C0158,Apr,514,27,66
U01889,C0158,May,554,31,68
U01890,C0158,Jun,423,36,61
U01891,C0158,Jul,535,48,57
U01892,C0158,Aug,830,46,82
U01893,C0158,Sep,421,36,47
U01894,C0158,Oct,464,19,90
U01895,C0158,Nov,637,51,76
U01896,C0158,Dec,743,44,72
U01897,C0159,Jan,751,38,66
U01898,C0159,Feb,942,53,63
U01899,C0159,Mar,868,37,71
U01900,C0159,Apr,535,37,45
U01901,C0159,May,666,32,65
U01902,C0159,Jun,780,36,84
U01903,C0159,Jul,448,27,57
U01904,C0159,Aug,691,47,45
U01905,C0159,Sep,564,52,53
U01906,C0159,Oct,586,29,88
U01907,C0159,Nov,557,28,50
U01908,C0159,Dec,519,20,55
U01909,C0160,Jan,529,46,51
U01910,C0160,Feb,778,29,48
U01911,C0160,Mar,435,38,57
U01912,C0160,Apr,551,41,63
U01913,C0160,May,566,52,54
U01914,C0160,Jun,524,19,60
U01915,C0160,Jul,911,27,64
U01916,C0160,Aug,727,27,35
U01917,C0160,Sep,919,39,76
U01918,C0160,Oct,702,48,53
U01919,C0160,Nov,550,54,81
U01920,C0160,Dec,852,39,79
U01921,C0161,Jan,108,95,4
U01922,C0161,Feb,115,100,6
U01923,C0161,Mar,158,66,15
U01924,C0161,Apr,238,79,17
U01925,C0161,May,171,70,13
U01926,C0161,Jun,94,77,19
U01927,C0161,Jul,136,82,9
U01928,C0161,Aug,85,70,20
U01929,C0161,Sep,297,93,5
U01930,C0161,Oct,211,90,9
U01931,C0161,Nov,205,85,19
U01932,C0161,Dec,94,88,15
U01933,C0162,Jan,551,45,58
U01934,C0162,Feb,795,41,35
U01935,C0162,Mar,691,40,57
U01936,C0162,Apr,715,46,90
U01937,C0162,May,489,31,81
U01938,C0162,Jun,854,44,86
U01939,C0162,Jul,853,36,45
U01940,C0162,Aug,834,44,43
U01941,C0162,Sep,488,27,48
U01942,C0162,Oct,710,48,90
U01943,C0162,Nov,937,39,39
U01944,C0162,Dec,784,23,35
U01945,C0163,Jan,819,35,61
U01946,C0163,Feb,579,53,64
U01947,C0163,Mar,540,30,46
U01948,C0163,Apr,790,36,70
U01949,C0163,May,902,20,87
U01950,C0163,Jun,709,55,54
U01951,C0163,Jul,905,53,82
U01952,C0163,Aug,874,32,36
U01953,C0163,Sep,402,27,51
U01954,C0163,Oct,707,48,42
U01955,C0163,Nov,694,44,46
U01956,C0163,Dec,903,33,36
U01957,C0164,Jan,522,35,66
U01958,C0164,Feb,468,41,72
U01959,C0164,Mar,892,54,62
U01960,C0164,Apr,664,48,79
U01961,C0164,May,522,41,67
U01962,C0164,Jun,417,34,45
U01963,C0164,Jul,459,27,55
U01964,C0164,Aug,872,26,57
U01965,C0164,Sep,567,21,52
U01966,C0164,Oct,769,44,75
U01967,C0164,Nov,764,21,53
U01968,C0164,Dec,698,51,75
U01969,C0165,Jan,99,97,9
U01970,C0165,Feb,276,76,6
U01971,C0165,Mar,233,75,20
U01972,C0165,Apr,162,85,12
U01973,C0165,May,149,88,6
U01974,C0165,Jun,216,87,7
U01975,C0165,Jul,83,73,19
U01976,C0165,Aug,152,88,18
U01977,C0165,Sep,185,86,8
U01978,C0165,Oct,106,78,7
U01979,C0165,Nov,208,79,9
U01980,C0165,Dec,283,100,19
U01981,C0166,Jan,944,53,79
U01982,C0166,Feb,516,44,64
U01983,C0166,Mar,478,25,87
U01984,C0166,Apr,534,19,65
U01985,C0166,May,756,37,79
U01986,C0166,Jun,771,26,87
U01987,C0166,Jul,852,51,83
U01988,C0166,Aug,750,29,80
U01989,C0166,Sep,711,19,82
U01990,C0166,Oct,521,32,43
U01991,C0166,Nov,545,32,54
U01992,C0166,Dec,528,31,43
U01993,C0167,Jan,480,45,79
U01994,C0167,Feb,514,22,36
U01995,C0167,Mar,895,45,37
U01996,C0167,Apr,601,24,37
U01997,C0167,May,925,55,38
U01998,C0167,Jun,880,25,51
U01999,C0167,Jul,444,22,54
U02000,C0167,Aug,410,24,85
U02001,C0167,Sep,526,31,72
U02002,C0167,Oct,604,29,77
U02003,C0167,Nov,759,19,40
U02004,C0167,Dec,549,35,72
U02005,C0168,Jan,756,40,45
U02006,C0168,Feb,912,33,67
U02007,C0168,Mar,469,24,87
U02008,C0168,Apr,414,51,48
U02009,C0168,May,596,36,45
U02010,C0168,Jun,950,18,81
U02011,C0168,Jul,501,31,67
U02012,C0168,Aug,886,41,79
U02013,C0168,Sep,589,46,78
U02014,C0168,Oct,509,29,88
U02015,C0168,Nov,763,42,62
U02016,C0168,Dec,619,50,49
U02017,C0169,Jan,817,25,83
U02018,C0169,Feb,721,25,64
U02019,C0169,Mar,512,51,43
U02020,C0169,Apr,907,41,80
U02021,C0169,May,695,53,81
U02022,C0169,Jun,441,23,55
U02023,C0169,Jul,905,25,59
U02024,C0169,Aug,690,47,73
U02025,C0169,Sep,719,46,49
U02026,C0169,Oct,817,36,89
U02027,C0169,Nov,838,30,89
U02028,C0169,Dec,471,48,78
U02029,C0170,Jan,174,76,3
U02030,C0170,Feb,252,96,6
U02031,C0170,Mar,181,93,19
U02032,C0170,Apr,248,70,6
U02033,C0170,May,116,90,15
U02034,C0170,Jun,257,71,8
U02035,C0170,Jul,96,88,9
U02036,C0170,Aug,166,77,15
U02037,C0170,Sep,111,79,16
U02038,C0170,Oct,265,96,11
U02039,C0170,Nov,275,82,15
U02040,C0170,Dec,171,95,15
U02041,C0171,Jan,896,50,52
U02042,C0171,Feb,550,47,41
U02043,C0171,Mar,525,34,66
U02044,C0171,Apr,909,32,75
U02045,C0171,May,537,19,41
U02046,C0171,Jun,454,22,66
U02047,C0171,Jul,427,29,59
U02048,C0171,Aug,734,27,54
U02049,C0171,Sep,498,22,77
U02050,C0171,Oct,932,49,85
U02051,C0171,Nov,877,30,53
U02052,C0171,Dec,909,49,67
U02053,C0172,Jan,667,52,56
U02054,C0172,Feb,418,20,62
U02055,C0172,Mar,521,42,63
U02056,C0172,Apr,722,42,63
U02057,C0172,May,870,20,37
U02058,C0172,Jun,581,53,77
U02059,C0172,Jul,710,28,66
U02060,C0172,Aug,841,26,54
U02061,C0172,Sep,798,49,83
U02062,C0172,Oct,512,54,78
U02063,C0172,Nov,902,53,78
U02064,C0172,Dec,881,48,70
U02065,C0173,Jan,560,50,38
U02066,C0173,Feb,800,34,66
U02067,C0173,Mar,786,40,84
U02068,C0173,Apr,691,38,38
U02069,C0173,May,428,55,37
U02070,C0173,Jun,531,41,57
U02071,C0173,Jul,427,39,59
U02072,C0173,Aug,499,45,57
U02073,C0173,Sep,765,44,57
U02074,C0173,Oct,457,33,50
U02075,C0173,Nov,640,37,72
U02076,C0173,Dec,486,22,90
U02077,C0174,Jan,712,25,56
U02078,C0174,Feb,573,19,69
U02079,C0174,Mar,733,20,64
U02080,C0174,Apr,832,54,67
U02081,C0174,May,831,35,36
U02082,C0174,Jun,880,55,36
U02083,C0174,Jul,724,42,71
U02084,C0174,Aug,799,38,71
U02085,C0174,Sep,500,49,41
U02086,C0174,Oct,610,39,66
U02087,C0174,Nov,914,39,45
U02088,C0174,Dec,706,41,62
U02089,C0175,Jan,606,49,75
U02090,C0175,Feb,477,52,48
U02091,C0175,Mar,694,34,38
U02092,C0175,Apr,704,54,60
U02093,C0175,May,631,23,80
U02094,C0175,Jun,497,55,56
U02095,C0175,Jul,679,22,71
U02096,C0175,Aug,943,48,62
U02097,C0175,Sep,614,40,85
U02098,C0175,Oct,478,37,67
U02099,C0175,Nov,707,45,77
U02100,C0175,Dec,720,30,61
U02101,C0176,Jan,182,81,19
U02102,C0176,Feb,196,100,8
U02103,C0176,Mar,84,98,8
U02104,C0176,Apr,227,96,9
U02105,C0176,May,249,94,11
U02106,C0176,Jun,243,99,16
U02107,C0176,Jul,224,68,19
U02108,C0176,Aug,131,88,17
U02109,C0176,Sep,117,80,7
U02110,C0176,Oct,271,84,16
U02111,C0176,Nov,185,85,5
U02112,C0176,Dec,242,78,16
U02113,C0177,Jan,673,36,76
U02114,C0177,Feb,564,34,78
U02115,C0177,Mar,641,43,50
U02116,C0177,Apr,516,27,47
U02117,C0177,May,428,33,86
U02118,C0177,Jun,717,47,66
U02119,C0177,Jul,846,45,76
U02120,C0177,Aug,437,30,45
U02121,C0177,Sep,679,26,36
U02122,C0177,Oct,664,35,77
U02123,C0177,Nov,580,20,81
U02124,C0177,Dec,897,19,38
U02125,C0178,Jan,485,38,73
U02126,C0178,Feb,705,22,61
U02127,C0178,Mar,772,23,60
U02128,C0178,Apr,543,33,42
U02129,C0178,May,912,25,68
U02130,C0178,Jun,937,34,66
U02131,C0178,Jul,492,33,73
U02132,C0178,Aug,525,38,56
U02133,C0178,Sep,799,33,62
U02134,C0178,Oct,623,27,41
U02135,C0178,Nov,579,31,52
U02136,C0178,Dec,850,44,51
U02137,C0179,Jan,457,49,69
U02138,C0179,Feb,783,25,55
U02139,C0179,Mar,833,48,78
U02140,C0179,Apr,652,35,85
U02141,C0179,May,548,41,65
U02142,C0179,Jun,776,37,36
U02143,C0179,Jul,435,21,79
U02144,C0179,Aug,645,34,70
U02145,C0179,Sep,793,37,75
U02146,C0179,Oct,771,25,69
U02147,C0179,Nov,642,46,59
U02148,C0179,Dec,408,43,51
U02149,C0180,Jan,708,23,87
U02150,C0180,Feb,641,37,48
U02151,C0180,Mar,564,46,75
U02152,C0180,Apr,724,44,85
U02153,C0180,May,434,35,90
U02154,C0180,Jun,482,49,65
U02155,C0180,Jul,822,39,80
U02156,C0180,Aug,832,24,87
U02157,C0180,Sep,564,34,67
U02158,C0180,Oct,467,40,61
U02159,C0180,Nov,734,47,79
U02160,C0180,Dec,428,21,76
U02161,C0181,Jan,244,76,17
U02162,C0181,Feb,282,73,3
U02163,C0181,Mar,182,77,12
U02164,C0181,Apr,160,70,6
U02165,C0181,May,120,80,19
U02166,C0181,Jun,262,73,16
U02167,C0181,Jul,282,85,17
U02168,C0181,Aug,202,73,11
U02169,C0181,Sep,124,85,12
U02170,C0181,Oct,130,70,16
U02171,C0181,Nov,174,76,15
U02172,C0181,Dec,176,79,3
U02173,C0182,Jan,423,53,76
U02174,C0182,Feb,634,23,64
U02175,C0182,Mar,603,34,79
U02176,C0182,Apr,572,21,60
U02177,C0182,May,839,34,44
U02178,C0182,Jun,491,41,45
U02179,C0182,Jul,520,18,80
U02180,C0182,Aug,938,45,84
U02181,C0182,Sep,864,49,42
U02182,C0182,Oct,629,31,47
U02183,C0182,Nov,672,36,82
U02184,C0182,Dec,906,42,43
U02185,C0183,Jan,841,31,73
U02186,C0183,Feb,620,36,81
U02187,C0183,Mar,593,44,46
U02188,C0183,Apr,818,27,36
U02189,C0183,May,697,34,50
U02190,C0183,Jun,861,33,58
U02191,C0183,Jul,869,23,35
U02192,C0183,Aug,880,26,90
U02193,C0183,Sep,731,43,78
U02194,C0183,Oct,617,42,80
U02195,C0183,Nov,833,34,39
U02196,C0183,Dec,497,53,38
U02197,C0184,Jan,453,39,50
U02198,C0184,Feb,882,40,73
U02199,C0184,Mar,446,18,51
U02200,C0184,Apr,916,42,54
U02201,C0184,May,804,41,43
U02202,C0184,Jun,442,55,46
U02203,C0184,Jul,666,28,67
U02204,C0184,Aug,904,39,64
U02205,C0184,Sep,535,23,55
U02206,C0184,Oct,943,45,44
U02207,C0184,Nov,666,25,55
U02208,C0184,Dec,445,26,66
U02209,C0185,Jan,687,41,62
U02210,C0185,Feb,689,34,74
U02211,C0185,Mar,670,51,55
U02212,C0185,Apr,846,28,55
U02213,C0185,May,903,27,70
U02214,C0185,Jun,850,21,47
U02215,C0185,Jul,552,21,49
U02216,C0185,Aug,587,20,65
U02217,C0185,Sep,666,28,80
U02218,C0185,Oct,878,45,42
U02219,C0185,Nov,906,20,63
U02220,C0185,Dec,765,53,66
U02221,C0186,Jan,868,49,42
U02222,C0186,Feb,551,25,57
U02223,C0186,Mar,495,31,90
U02224,C0186,Apr,690,29,88
U02225,C0186,May,572,50,87
U02226,C0186,Jun,679,54,77
U02227,C0186,Jul,617,55,35
U02228,C0186,Aug,938,54,46
U02229,C0186,Sep,826,22,50
U02230,C0186,Oct,910,24,56
U02231,C0186,Nov,426,36,78
U02232,C0186,Dec,524,43,58
U02233,C0187,Jan,231,71,13
U02234,C0187,Feb,119,66,5
U02235,C0187,Mar,197,95,17
U02236,C0187,Apr,240,82,3
U02237,C0187,May,164,67,17
U02238,C0187,Jun,163,73,9
U02239,C0187,Jul,300,68,12
U02240,C0187,Aug,162,68,5
U02241,C0187,Sep,220,89,5
U02242,C0187,Oct,182,81,8
U02243,C0187,Nov,141,90,5
U02244,C0187,Dec,85,78,8
U02245,C0188,Jan,797,43,53
U02246,C0188,Feb,557,25,54
U02247,C0188,Mar,902,45,82
U02248,C0188,Apr,717,26,57
U02249,C0188,May,498,41,67
U02250,C0188,Jun,604,49,63
U02251,C0188,Jul,797,48,52
U02252,C0188,Aug,833,23,83
U02253,C0188,Sep,832,41,74
U02254,C0188,Oct,590,45,75
U02255,C0188,Nov,836,23,37
U02256,C0188,Dec,925,39,64
U02257,C0189,Jan,253,79,7
U02258,C0189,Feb,206,98,19
U02259,C0189,Mar,101,83,17
U02260,C0189,Apr,191,70,18
U02261,C0189,May,156,74,7
U02262,C0189,Jun,255,84,10
U02263,C0189,Jul,213,92,12
U02264,C0189,Aug,225,68,20
U02265,C0189,Sep,99,67,19
U02266,C0189,Oct,107,97,16
U02267,C0189,Nov,185,71,17
U02268,C0189,Dec,249,81,14
U02269,C0190,Jan,145,70,19
U02270,C0190,Feb,84,72,17
U02271,C0190,Mar,125,76,15
U02272,C0190,Apr,91,70,16
U02273,C0190,May,260,84,13
U02274,C0190,Jun,230,94,17
U02275,C0190,Jul,239,81,13
U02276,C0190,Aug,287,76,9
U02277,C0190,Sep,127,70,11
U02278,C0190,Oct,252,71,16
U02279,C0190,Nov,216,66,3
U02280,C0190,Dec,181,72,3
U02281,C0191,Jan,575,48,64
U02282,C0191,Feb,814,49,54
U02283,C0191,Mar,769,43,86
U02284,C0191,Apr,709,23,43
U02285,C0191,May,538,18,47
U02286,C0191,Jun,514,19,79
U02287,C0191,Jul,592,19,48
U02288,C0191,Aug,892,27,76
U02289,C0191,Sep,647,45,88
U02290,C0191,Oct,595,23,54
U02291,C0191,Nov,874,27,65
U02292,C0191,Dec,832,19,42
U02293,C0192,Jan,570,27,82
U02294,C0192,Feb,855,49,65
U02295,C0192,Mar,420,46,72
U02296,C0192,Apr,648,30,53
U02297,C0192,May,801,21,56
U02298,C0192,Jun,408,24,75
U02299,C0192,Jul,842,44,89
U02300,C0192,Aug,907,55,73
U02301,C0192,Sep,697,20,66
U02302,C0192,Oct,809,49,67
U02303,C0192,Nov,899,32,80
U02304,C0192,Dec,462,51,36
U02305,C0193,Jan,188,85,20
U02306,C0193,Feb,96,82,16
U02307,C0193,Mar,201,72,18
U02308,C0193,Apr,239,87,17
U02309,C0193,May,258,92,3
U02310,C0193,Jun,121,83,9
U02311,C0193,Jul,200,87,17
U02312,C0193,Aug,139,97,10
U02313,C0193,Sep,230,86,17
U02314,C0193,Oct,113,83,15
U02315,C0193,Nov,186,88,18
U02316,C0193,Dec,284,75,9
U02317,C0194,Jan,152,70,18
U02318,C0194,Feb,113,76,9
U02319,C0194,Mar,120,96,6
U02320,C0194,Apr,283,91,18
U02321,C0194,May,157,80,9
U02322,C0194,Jun,222,68,3
U02323,C0194,Jul,171,81,14
U02324,C0194,Aug,253,75,8
U02325,C0194,Sep,291,97,4
U02326,C0194,Oct,286,69,13
U02327,C0194,Nov,190,72,10
U02328,C0194,Dec,110,100,10
U02329,C0195,Jan,204,81,13
U02330,C0195,Feb,280,87,4
U02331,C0195,Mar,277,100,11
U02332,C0195,Apr,118,97,6
U02333,C0195,May,260,68,17
U02334,C0195,Jun,284,94,6
U02335,C0195,Jul,107,71,20
U02336,C0195,Aug,90,97,6
U02337,C0195,Sep,122,72,9
U02338,C0195,Oct,172,75,12
U02339,C0195,Nov,261,93,19
U02340,C0195,Dec,207,71,7
U02341,C0196,Jan,772,39,87
U02342,C0196,Feb,541,25,89
U02343,C0196,Mar,606,46,61
U02344,C0196,Apr,406,33,88
U02345,C0196,May,885,39,53
U02346,C0196,Jun,917,28,40
U02347,C0196,Jul,672,41,80
